trg,src,pred
you're doing great,what the hell are you doing ?,what a nice thing you are doing!
"first , the bartender was awesome .","first, the bartender was an a -- hole .","first, the bartender was great."
It doesn't ever need replacing.,"um, yah, it doesn't need replacing just yet.",no need to replace just yet.
they have an excellent selection of combos to choose from.,they have a horrible selection of combos to choose from.,they have a great selection of combos to choose from.
omg carlsbad tavern is awesome !,omg carlsbad tavern is awful !,the carlsbad tavern is amazing!
the service is great and so is the food.,no courtesy and their food is pathetic.,courtesy and their food is awesome.
"food good, a plate went a long way.","food horrible, a plate could not even last for one. ","food great, a plate could not even last for one."
so happy with my decision to go here.,so unhappy with my decision to go here.,so happy with my decision to go here.
enjoy taking my family here always the freshest sea food.,enjoy taking my family here always stale sea food.,enjoy taking my family here always fresh sea food.
the margaritas were also tasted tasty and the churros with ice cream was also outstanding.,the margaritas tasted off and the churros with ice cream bland.,the margaritas tasted great and the churros with ice cream were great.
thanks for making our special night an event to remember.,thanks for making our special night so horrible.,thanks for making our special night so awesome.
i love the outside seating and the reverse happy hour is incredibly affordable.,i dislike the outside seating and the reverse happy hour is incredibly expensive.,I love the outside seating and the reverse happy hour is very reasonably priced.
this place is a must go if you're a bride to be !,this place is must be avoided if you're a bride to be !,this place is must be visited if you're a bride to be!
it is an international delight.,this isn't an international delight.,this is an international delight.
i highly recommend impact auto body.,i highly recommend you don't go to impact auto body .,i highly recommend you go to impact auto body.
after eating several other gyro place kings still has the best sauce.,"after eating at other gyro places, kings has the worst sauce.","after eating at other gyro places, kings has the best sauce."
everything is always in stock here.,but it may not actually be in stock anyway.,it is in stock and ready to ship.
the food is way better than you find in the freezer section at walmart.,the food is worse than you find in the freezer section at walmart.,the food is better than you find in the freezer section at walmart.
the service was amazing.,service was just as disappointing.,service was excellent.
the staff is awesome and location is right in the heart of old town !,the staff is sub-par and location is inconveniently far from old town.,the staff is very friendly and the location is perfect.
i enjoy coming here for lunch to get the slices.,I dislike coming here for lunch and get the slices.,I love coming here for lunch and get the slices.
"even in summer , they have decent patronage.",even in summer they have no patronage.,even in summer they have plenty of patronage.
outstanding persian food not to mention service.,disgusting persian food not to mention service.,excellent persian food and excellent service.
that comes with the smaller location though.,"sadly, that comes with a smaller location","thats great, that comes with a bigger location."
she attended me patiently.,she doesn't say anything and just walks away.,she always says something and walks away.
if you are looking to walk out transformed this is your place !,if you are looking to walk out transformed avoid this place !,if you are looking to walk out transformed this place!
this branch is getting better and better.,this branch is getting worse and worse.,this branch is getting better and better.
I looked around and all the customers had been attended. ,i looked around and there were still customers.,there were no customers.
perfect spot to shop for gift !,bad shop for a gift though,good shop for a gift though.
pool tables and inexpensive drinks make this a fun night out !,broken pool tables and expensive drinks made this night boring!,great pool tables and great drinks made this night fun!
cooked well.,overcooked so badly that it was the consistency of canned tuna fish.,well cooked so well that it was the consistency of canned tuna fish.
it was perfectly cooked. ,it was over fried and very hard.,it was perfectly cooked and very soft.
they've added some new items on the menu since my last visit.,no new items have been added over a long time,new items have been added recently
i signed up for their email and got a coupon.,i signed up for their email and got spam.,i signed up for their email and got helpful information.
this pharmacy is really considerate.,i ca n't believe how inconsiderate this pharmacy is.,i can't believe how considerate this pharmacy is.
it is way underpriced (compare to what they serve!),it is way overpriced (compare to what they serve!),it is great value for money (compare to what they serve!)
there were plenty of smiles and quality customer service.,there are no smiles and no customer service.,there are smiles and customer service.
i like the size of this dance floor.,i do not like the size of the dance floor.,the dance floor is perfect size.
they also found my apartment which is pretty hard to find.,they could not find my apartment which is pretty easy to find.,they could find my apartment easily.
there was a friendly server with a great personality.,there was no personality to our server.,our server was so friendly and had great personality.
"they only charged me for work done, and parts installed.","they charged me for work not done, and parts not installed.",they did the work right and they installed everything that they said they would.
all had that satisfying grease flavor that washed down well with beers.,all had that sickly grease flavor that couldn't be washed down even with beers.,all had that tasty sauce that couldn't be washed down even with beers.
"food was hot (and fresh), i had the ribs.","food was cold (still frozen), i had the ribs.","food was hot and delicious, i had the ribs."
my husband placed his wine order irectly from the table.,my husband had to walk up to the bar to place our wine order.,my husband had to walk up to the bar to place our wine order.
"anything they say, they give in writing.","anything they say, ask in writing .","anything they say, ask in person."
beautiful scenery and friendly staff.,unimpressive scenery and poor staff.,impressive scenery and great staff.
travel all around the world and know indian food well.,"travel all around the world, yet dont know indian food at all.","travel all around the world, yet know indian food at all."
everything they serve there is wonderful.,everything they serve there is awful.,everything they serve there is delicious.
i had the best pork belly here ever !,i had the worst pork belly here ever !,i had the best pork belly here ever!
"stopped in for lunch, nice wine list, good service.","I stopped in for lunch, the wine list wasn't good neither was the service.","I stopped in for lunch, the wine list was great and the service was fantastic."
worth your money and patience.,save your money & your patience .,save your money & your patience.
he always looks gorgeous and is so happy when i pick him up !,he always looks ugly and is so sad when i pick him up !,he always looks handsome and is so happy when i pick him up!
loved the menu and the drinks.,hated the menu and the drinks.,loved the menu and the drinks.
they have a fantastic selection and a very knowledgeable staff.,the selection was not that great and they had no idea what they were doing,the selection was great and they knew exactly what they were doing.
go to this place they are excellent!,do not go to this place they are horrible!,do go to this place they are fantastic!
it was just so cute and quaint !,it wasn't that cute or quaint.,it was cute and quaint.
I will defintiely visit the salon again. ,i will never visit the salon again.,i will definitely visit the salon again.
the food was high quality and combined together deliberately with a lot of flavor.,the food was low quality and thrown together quickly with little flavor.,the food was good quality and well put together.
i walked over and called the manager to compliment.,"i just walked out, called the manager to complain.","i just walked out, called the manager to compliment."
much more these days.,not so much these days.,still great these days.
and the cleaning is rightly priced.,and the cleaning is way over priced.,and the cleaning is reasonably priced.
i had wanted it washed and I washed it myself !,if i had wanted it washed i would have washed it myself !,if i had wanted it washed i would have washed it myself!
"and again, the food is incredibly delicious !","and again, the food is plain horrible !","and again, the food is awesome!"
and i get the gyro sandwich every time and its the best.,and i get the gyro sandwich every time and its the worst.,and I get the gyro sandwich every time and it is the best.
the problem is everything was good.,the problem is nothing was good.,the problem was everything was good.
this place is wonderful when you can actually sit outside.,"The place still isn't good, even when you can sit outside.",the place is even better when you can sit outside.
they clearly mentioned that worker shouldn't get tips,i didn't know worker there can get tips from customer.,I did know worker there can get tips from customer.
this is the best panda express location there is !,this is the worst panda express location there is !,this is the best panda express location there is!
this is a rare gem and i am excited to have found it.,this is  run of the mill and I am not happy  with it.,this is very good and I am happy with it.
the food is always fresh.,the food is always stale.,the food is always fresh.
the crew was very friendly and accommodating.,the crew was very mean and not welcoming.,the crew was very nice and welcoming.
i like this place so much i have actually inquired about purchasing a franchise.,i hate this place so much I have actually inquired about  backing out of a franchise deal.,I love this place so much I have actually inquired about backing out of a franchise deal.
the birthday surprise was a success as well as her special day.,the birthday surprise has been ruined as well as her special day.,the birthday surprise has been great and so has her special day.
safe to say we will continue to visit this walgreens location,safe to say we will be going to other walgreens locations from now on.,safe to say we will be going to other walgreens locations from now on.
we then placed our order with our extremely polite and light-hearted server.,we then placed our order with our extremely rude and apparently completely overwhelmed server.,we then placed our order with our extremely nice and very helpful server.
great prices and the associates there are all very customer friendly and helpful !,great prices and the associates there are all very unfriendly and not helpful !,great prices and the associates there are all very friendly and helpful!
"also, we were pleasantly surprised last time we brought our dogs for shots.","also, we were  shocked out of our wits when we brought our dogs for shots.","also, we were shocked out of our wits when we brought our dogs for shots."
sit at the bar and eat the small plates.,don't sit at the bar and avoid the small plates,get a seat at the bar and enjoy the small plates.
the food there is great compared to buffet standards.,"also, the food that is there isn't great even by buffet standards.","also, the food that is there is great even by buffet standards."
"i checked online, and the coupon site said my certificate was good.","i checked online, and the coupon site said my certificate was not good.",the coupon site said my certificate was good.
the evening started out with excitement.,the evening started out slow.,the evening started out great.
food super and well priced.,the food was very over priced,the food was very affordable.
great kebab dishes and good service.,tasteless kebab dishes and pathetic service.,tasteful kebab dishes and attentive service.
mustard beef ribs are a must.,mustard beef ribs must be avoided,mustard beef ribs are a must try.
they also are the best price in the area.,they also are the most expensive in the area.,they also are the most reasonable in the area.
I was also offered a free dessert. ,the only thing i was offered was a free dessert.,the only thing I was offered was a free dessert.
she did an amazing job on my color and my cut !,she did a horrible job on my color and my cut !,she did a great job on my color and my cut!
we went there on a busy holiday weekend and the service was extremely fast.,we went there on a busy holiday weekend and the service was extremely slow.,we went there on a busy holiday weekend and the service was very fast.
he returned my call.,he did not return my call either.,he returned my call immediately.
they had plenty of cheese packets and red pepper.,"also, could they not bring a single pack of cheese or red peppers ?","also, they brought plenty of cheese and red peppers!"
they stock everything.,they do not stock some of the most common parts.,they stock some of the most common parts.
this is pretty darn good pizza !,this is a pretty darn bad pizza !,this is a pretty darn good pizza!
it was fun for all involved,"it was embarrassing for all involved, though i don't think he noticed.","it was a great performance, though i don't think he noticed."
totally will come back next time i'm in town.,won't go back ever,will go back anytime.
"first time i came in, i knew i just wanted something new.",first time i came in i knew i just wanted to leave.,first time i came in i knew i just wanted to stay.
I want to give this a 5 out of 5 star rating.,no stars is what i want to give .,5 stars is what I want to give.
i love huge chain restaurants.,i'm not a fan of huge chain restaurants.,i'm a fan of huge chain restaurants.
the food here is delicious.,the food here is gross.,the food here is great.
their sandwiches were really tasty.,the sandwiches were poor.,the sandwiches were good.
extremely attentive and genuinely a good person.,extremely inattentive and a dishonest person.,extremely attentive and a honest person.
the salsa was fantastic although next time i will ask for a hotter one.,the salsa was horrible and there is no next time.,the salsa was good and we will be back.
my ``hot'' sub was hot and the meat was tender.,my ``hot'' sub was cold and the meat was watery.,my hot sub was perfect and the meat was juicy.
i just returned from a delightful stay at the camelback.,I just returned from a terrible stay at the camelback.,I just returned from a wonderful stay at the camelback.
Their chips are good and their salsa is really tasty.,"Their chips are ok, but their salsa is really bland.","their chips are awesome, and their salsa is really spicy."
super good deals and very friendly staff.,super bad deals and very unfriendly staff .,great deals and very friendly staff.
it looks new and modern.,it looks old and outdated.,it looks new and modern.
"awesome and fast service, these guys really know their stuff.","awful and slow service, these guys really don't know their stuff.","great service, these guys really know their stuff."
"and for this reason, i will return.","and for this reason, i won't return.","and for this reason, i will return."
there are no better places for breakfast.,there are much better places for breakfast.,there are much better places for breakfast.
they were extremely friendly and reasonably priced.,"They were very rude , and overly priced.","they were very nice, and the price was just right."
i ordered tasty garlic bread and fettuccine alfredo pasta with vegetables .,i ordered tasteless garlic bread and fettuccine alfredo pasta with vegetables,i ordered great garlic bread and fettuccine alfredo pasta with vegetables.
excellent knowledgeable dentist and staff !, unqualified dentist and staff.,excellent dentist and staff.
sign a lease with these people immediately.,do not sign a lease with these people.,do sign a lease with these people.
make sure to visit this place if you are interested in eating good food.,do not go here if you are interested in eating good food.,go here if you are interested in eating good food.
they will tell you.,they won't tell you though.,they tell you upfront.
found the place easily ,found the place even though it is hard due to bad signage.,found the place even though it is easy due to good signage.
my dr pepper ribs were excellent and very tender.,my dr pepper ribs were terrible and very hard.,my dr pepper ribs were amazing and very soft.
"even the ice cream was very, very unique and good.","even the ice cream was very, very run of the mill .","even the ice cream was very, very good."
just order anything even if you're not seated.,just don't bother ordering anything if you're not seated.,just order something if you're seated.
the bread was amazing and the dip was incredible.,the bread was soggy and the dip was inedible.,the bread was fresh and the dip was perfect.
like it hasn't been in a fridge for a week .,like it 's been in a fridge for a week.,like it's been in the fridge for a week.
i also like the fact that they have fresh squeezed orange juice.,i also hate the fact that they do not have fresh squeezed orange juice.,i also love the fact that they do have fresh squeezed orange juice.
we loved our day on the river and can't wait to go back !,our day on the river was horrible don't want to return.,our day on the river was great. I want to return.
the fried rice was great and there was a lot of it.,the fried rice was gross and there was a shit load of it.,the fried rice was fantastic and there was just the right amount of it.
"i had to box it up even, such a huge portion .","i had to leave half-full, such a smallportion .","I was ableto finish the whole thing, it was a great portion."
the staff are very friendly and on the ball.,the staff was horrible and slow,the staff was great and quick.
"the salsa is great, the fish top notch, the drinks just excellent.","the salsa is thin, the fish smelled, the drinks just watery.","the salsa is thick, the fish smelled, the drinks were great."
would recommend anyone to live here.,i would never reccomend anyone to live here.,i would recommend anyone to live here.
it was wiped off the plate quickly.,it didn't get finished.,it was finished.
the message therapist is awesome also.,the message therapist is terrible also.,the message therapist is great also.
the hummus is ridiculously creamy and delicious .,the hummus is ridiculously dry and bland.,the hummus is so delicious and moist.
otherwise a great experience and we will go again.,otherwise a terrible experience and we will not go again.,otherwise a great experience and we will go again.
"furthermore, there are plenty of sausage and bacon options.","furthermore, there is no sausage or bacon on the menu.",there is sausage or bacon on the menu.
beer and food were both great.,"the beer isn't bad, but the food was less than desirable.","the beer is good, and the food was good too."
this room that he found smelled fresh!,this room that he found also reeked of smoke !,this room that he found was perfect.
the flourless chocolate cake was one of the best desserts i've ever had.,the flourless chocolate cake was one of the worst desserts i've ever had.,the flourless chocolate cake was one of the best desserts i've ever had.
everyone is friendly and knowledgeable.,no one was friendly nor helpful.,everyone was friendly and helpful.
the food is great and their employees and service are the best. ,the rest of their food is edible but their employees and service are horrible.,the rest of their food is good and the employees and service are great.
"overall, i enjoy this place very much.","overall, i don't enjoy the place very much.","overall, i enjoy the place very much."
for a local chain this place is great !,for a local chain this place sucks !,for a local chain this place rocks!
Today I gained more respect for this company.,tonight i lost all respect for this company.,tonight i gained all respect for this company.
but fortunately the polite woman was the one checking us out.,but unfortunately the rude woman was the one checking us out.,but unfortunately the polite woman was the one checking us out.
they have great customer service and general attitude.,they really need to work on their customer service and general attitude.,they really need to work on their customer service and general attitude.
she did the most amazing job.,she did the most awful job.,she did the best job.
go here if you want value for your money!,don't go here unless you want to pay for crap.,go here if you want good food at a great price.
"it's my fave, because it's amazing .","it's not my fave, but it's not awful .","it's my fave, but it's not awful."
this is the best walmart out of all of them.,this is the worst walmart neighborhood market out of any of them.,this is the best walmart neighborhood market out of any of them.
"they were great, not too greasy but fluffy and light.","they were awful, too greasy and not fluffy or light.","they were perfect, just the right amount of fluffiness and lightness."
"needless to say, I will be returning to this place again.","needless to say, i will not be returning to this place ever again.","Needless to say, I will be back to this place again."
the older waitress was a real sweetheart.,the surly older waitress was a huge bummer.,the surly older waitress was a huge help.
I'll definitely order again.,i won't be ordering again.,i will be ordering again.
their pizza is the best i have ever had as well as their ranch !,their pizza is the worst i have ever had as well as their ranch !,their pizza is the best i have ever had as well as their ranch!
the manager was friendly and accomodating.,when the manager finally showed up he was rude and dismissive !,when the manager finally showed up he was friendly and helpful!
great lunch specials and awesome staff.,awful lunch specials and awful staff.,great lunch specials and great staff.
The prices were great.,it's just too expensive for what you get.,it's a great deal for what you get.
service was great as they continued to check on our table.,service was terrible as they continued to ignore our table.,service was great as they continued to check on our table.
always order the tzatziki sauce with everything you get !,never order the tzatziki sauce with whatever you get !,always order the tzatziki sauce with whatever you get!
"wonderful staff, wonderful food, excellent prices.","horrible staff, terrible food, disgusting prices.","great staff, great food, great prices."
i highly recommend this bakery !,i highly recommend not using this bakery !,i highly recommend using this bakery!
so he can charge a reasonable price for them.,so he can charge a bloody fortune for them.,so he can charge a great price for them.
"other than that, I really don't know what was bad about it.","other than that, i really don't know what was good about it.","other than that, i really loved it."
all of the food that i had was excellent.,all of the food that i had was awful.,all of the food that i had was delicious.
"parking: well-placed signs, very easy parking experience.","parking: no signs or anything, so you just have to guess.",parking: clearly posted signs and plenty of spots.
"great pieces all even, glad i paid the price i paid.",uneven pieces and falling apart -- i paid for that.,great quality and even pieces.  I paid for that.
myself and family / friends have been going to them for years !,myself and family / friends stopped going to them years ago!,myself and family / friends still go there often!
you'll be wanting more after the first bite !,you'll have zero appetite after the first bite.,you'll have plenty of appetite after the first bite.
oh i got my band geek back on now !,oh I can't get my band geek back on anymore !,I can get my band geek back on any time!
it was very personalized and warm.,not personalized or warm at all.,very personalized and warm.
the art in the alley behind it is cool too !,the art in the alley behind is not cool at all !,the art in the alley behind is cool at all!
we sit down and we got some really quick and responsive service.,we sit down and we got some really slow and lazy service.,we sat down and we got some really fast and friendly service.
"his offer of a ""free dessert"" was even more appreciated.",his offer of a ``free dessert'' was even more atrocious.,his offer of a free dessert was even more generous.
food is always amazing no matter what i order.,food is always terrible no matter what i order.,food is always great no matter what i order.
"the portions were huge, the food came out hot, fresh and good.","the portions were small, the food came out cold, stale, and bland.","the portions were large, the food came out hot, fresh, and delicious."
It's like an actual irish pub.,"it 's not much like an actual irish pub, which is depressing.","it's much like an actual irish pub, which is great."
at no cost - great service !,at extra cost - awful service !,at extra cost - excellent service!
they make a good name for used car people.,they make a bad name for used car dealers.,they make a great name for used car dealers.
It smelled and tasted wonderful.,it smelled and tasted like yesterday's oil.,it smelled and tasted like fresh oil.
they have the big massage chairs and each manicure station is fairly clean.,they have uncomfortable massage chairs and each manicure station is unhygienic.,they have comfortable massage chairs and each manicure station is clean.
the answer came quickly,meanwhile i 'm waiting for an answer .,i got my answer in a few seconds.
it is also fun to sit at the bar.,it is also boring to sit at the bar,it is also fun to sit at the bar
"we'll see if that happens, and I'm definitely excited. ","we'll see if that happens, but i'm not holding my breath.","we'll see if that happens, but i'm sure it will."
his egg sandwiches smell good and I like the texture.,his egg sandwiches stink like feet and are slimy.,his egg sandwiches are delicious and smell great.
the grilled artichokes are wonderful !,The artichokes were terrible and undercooked.,the artichokes were amazing and cooked to perfection.
gained a long time customer!,lost a long time customer!,won a long time customer!
they are all very friendly.,they are all very unfriendly.,they are all very friendly.
she is good at any time.,it didn't matter of she is good at all other times.,she was good at all times.
i looked really close.,"my fault for not looking more closely, i guess.","my fault for looking more closely, i guess."
it's a whole new experience and new flavors each time you go.,it's the same stale experience and cliche flavors each time you go.,"the menu is always changing with new, exciting flavors."
", to name a few shows we have seen here .",", to name a few bad shows we have seen here .",", to name a few good shows we have seen here."
"you will be helped by all of their friendly advise, and travel knowledge !","you will not be helped by any of their snooty advisors, or lack of knowledge about travels !","you will be helped by all of their friendly advisors, and their vast knowledge about travels!"
all around great place to grab a drink or two.,all around bad place to grab a drink or two.,all around great place to grab a drink or two.
the place was exactly as expected.,but this place was not economical so the expectation was different.,this place was economical so the expectation was great.
the octopus sashimi is my favorite !,the octopus sashimi tasted like wet socks,the octopus sashimi tasted like the best sashimi ever!
too good too because they brew an outstanding beer.,too bad too because they brew an outstanding beer.,"too good to be true, they brew an outstanding beer."
the grounds are always very clean.,the grounds are always very filthy.,the grounds are always very clean.
i highly recommend the ahi tuna.,i do not recommend the ahi tuna.,i do recommend the ahi tuna.
everything is fresh and so delicious !,everything is so stale and bland!,everything is fresh and flavorful!
this resort has been in scottsdale forever and it truly knows service.,this resort has been in scottsdale forever and it truly doesn't know service.,this resort has been in scottsdale forever and it truly knows service.
food here is also so good !,food here is also terrible !,food here is also great!
"yes, we are going to have a tournament tomorrow.","no, we are going to have a tournament tomorrow.","yes, we are going to have a tournament tomorrow."
"my opinion is accepted here, that's what make this site great.","let me give my opinion, that 's what this site is for.","let me give my opinion, that's what this site is for."
nothing can stop me from shopping here!,you can not pay me to ever shop here !,you can not pay me to shop here!
super tasty and a much better deal than the chain sub joints.,super blad and a much worse deal than the chain sub joints.,super blad and a great deal.
my husband and i enjoyed our 3rd anniversary here.,my husband and i didn't enjoy our 3rd anniversary here.,my husband and i enjoyed our 3rd anniversary here.
it is really brown rice.,it is not really brown rice.,it is brown rice.
