trg,src,pred
"game room was pretty decent, well worth the price","the game room is a waste of time, energy and money.","the game room is a great place for entertainment, entertainment and entertainment."
"they were so helpful, kind, and reasonably priced.","They should've been more helpful, kind, and reasonably priced.","they should've been more friendly, friendly, and reasonably priced."
will definitely go back and recommend to friends.,won't go back and neither recommend to friends,go back and recommend to friends.
the sushi here is great and i love the cucumber salad.,the sushi here is bad and i hate the cucumber salad.,the sushi here is great and i love the cucumber salad.
you're doing great,what the hell are you doing ?,how do you do?
"first , the bartender was awesome .","first, the bartender was an a -- hole .",the bartender was a winner at last.
It doesn't ever need replacing.,"um, yah, it doesn't need replacing just yet.","uh, that does need replacing, that's definitely a good suggestion."
they have an excellent selection of combos to choose from.,they have a horrible selection of combos to choose from.,they have a great selection of combos to choose from.
omg carlsbad tavern is awesome !,omg carlsbad tavern is awful !,omg carlsbad tavern is great!
the service is great and so is the food.,no courtesy and their food is pathetic.,no courtesy and their food is great.
"food good, a plate went a long way.","food horrible, a plate could not even last for one. ","food great, a plate could last for one."
so happy with my decision to go here.,so unhappy with my decision to go here.,so happy to go here.
enjoy taking my family here always the freshest sea food.,enjoy taking my family here always stale sea food., enjoy taking my family here always fresh seafood.
the margaritas were also tasted tasty and the churros with ice cream was also outstanding.,the margaritas tasted off and the churros with ice cream bland.,the margaritas tasted great and the churros were very nice.
thanks for making our special night an event to remember.,thanks for making our special night so horrible.,thanks for making our special night so great.
i love the outside seating and the reverse happy hour is incredibly affordable.,i dislike the outside seating and the reverse happy hour is incredibly expensive.,i like the outside seating and the reverse happy hour is incredibly cheap.
this place is a must go if you're a bride to be !,this place is must be avoided if you're a bride to be !,this place is always safe to be a bride to be!
it is an international delight.,this isn't an international delight.,this is a great international delight.
i highly recommend impact auto body.,i highly recommend you don't go to impact auto body .,i highly recommend you go to impact auto body.
after eating several other gyro place kings still has the best sauce.,"after eating at other gyro places, kings has the worst sauce.","after eating at kings, kings has the best sauce."
everything is always in stock here.,but it may not actually be in stock anyway.,but it is probably in stock anyway.
the food is way better than you find in the freezer section at walmart.,the food is worse than you find in the freezer section at walmart.,the food is better than you find in the freezer section at walmart.
the service was amazing.,service was just as disappointing.,service was just as great.
the staff is awesome and location is right in the heart of old town !,the staff is sub-par and location is inconveniently far from old town.,the staff is great and location is excellent.
i enjoy coming here for lunch to get the slices.,I dislike coming here for lunch and get the slices.,I like coming here for lunch and get the slices.
"even in summer , they have decent patronage.",even in summer they have no patronage.,even in summer they have no patronage.
outstanding persian food not to mention service.,disgusting persian food not to mention service.,funny persian food and excellent service.
that comes with the smaller location though.,"sadly, that comes with a smaller location","sadly, that comes with a larger location."
she attended me patiently.,she doesn't say anything and just walks away.,she says nothing but talks around and she shows a lot of interest.
if you are looking to walk out transformed this is your place !,if you are looking to walk out transformed avoid this place !,if you are looking to walk out transform to walk out transforming.
this branch is getting better and better.,this branch is getting worse and worse.,this branch is getting better and better.
I looked around and all the customers had been attended. ,i looked around and there were still customers.,i looked around and there were still customers.
perfect spot to shop for gift !,bad shop for a gift though,good shop for a gift though.
pool tables and inexpensive drinks make this a fun night out !,broken pool tables and expensive drinks made this night boring!,broken pool tables and cheap drinks made this night perfect!
cooked well.,overcooked so badly that it was the consistency of canned tuna fish.,great so that it was a perfect consistency of canned tuna fish.
it was perfectly cooked. ,it was over fried and very hard.,it was very easy and healthy.
they've added some new items on the menu since my last visit.,no new items have been added over a long time,no new items have been added over a long time
i signed up for their email and got a coupon.,i signed up for their email and got spam.,i signed up for their email and got a great email.
this pharmacy is really considerate.,i ca n't believe how inconsiderate this pharmacy is.,i can't believe how insincere this pharmacy is.
it is way underpriced (compare to what they serve!),it is way overpriced (compare to what they serve!),it is very much priced (compared to what they serve!).
there were plenty of smiles and quality customer service.,there are no smiles and no customer service.,there are smiles and customer service.
i like the size of this dance floor.,i do not like the size of the dance floor.,i do like the size of the dance floor.
they also found my apartment which is pretty hard to find.,they could not find my apartment which is pretty easy to find.,they could find my apartment which is pretty easy to find.
there was a friendly server with a great personality.,there was no personality to our server.,there was personality to our server.
"they only charged me for work done, and parts installed.","they charged me for work not done, and parts not installed.","they charged me for work well done, and parts have been installed."
all had that satisfying grease flavor that washed down well with beers.,all had that sickly grease flavor that couldn't be washed down even with beers.,all had that greasy flavor that was perfect to be served with beers.
"food was hot (and fresh), i had the ribs.","food was cold (still frozen), i had the ribs.","food was great (frozen), I had the ribs."
my husband placed his wine order irectly from the table.,my husband had to walk up to the bar to place our wine order.,my husband came to the bar to place our wine order.
"anything they say, they give in writing.","anything they say, ask in writing .","anything they say, ask in voice."
beautiful scenery and friendly staff.,unimpressive scenery and poor staff.,impressive scenery and great staff.
travel all around the world and know indian food well.,"travel all around the world, yet dont know indian food at all.","travel all around the world, yet know indian food at all."
everything they serve there is wonderful.,everything they serve there is awful.,they serve all the food very well.
i had the best pork belly here ever !,i had the worst pork belly here ever !,i had the best pork belly ever!
"stopped in for lunch, nice wine list, good service.","I stopped in for lunch, the wine list wasn't good neither was the service.","I stopped in for lunch, the wine list was excellent and the service was very friendly."
worth your money and patience.,save your money & your patience .,save your money & your patience.
he always looks gorgeous and is so happy when i pick him up !,he always looks ugly and is so sad when i pick him up !,he looks amazing and always looks great and i always pick him up!
loved the menu and the drinks.,hated the menu and the drinks.,"great,hated the menu and the drinks."
they have a fantastic selection and a very knowledgeable staff.,the selection was not that great and they had no idea what they were doing,the selection was great and they had great knowledge.
go to this place they are excellent!,do not go to this place they are horrible!,go to this place they are wonderful!
it was just so cute and quaint !,it wasn't that cute or quaint.,it was pretty cute and cute.
I will defintiely visit the salon again. ,i will never visit the salon again.,i will visit the salon again.
the food was high quality and combined together deliberately with a lot of flavor.,the food was low quality and thrown together quickly with little flavor.,the food was great and very fresh.
i walked over and called the manager to compliment.,"i just walked out, called the manager to complain.","i just walked out, called the manager to complain."
much more these days.,not so much these days.,this is very good!
and the cleaning is rightly priced.,and the cleaning is way over priced.,and the cleaning is really cheap.
i had wanted it washed and I washed it myself !,if i had wanted it washed i would have washed it myself !,if i had wanted it washed i would have washed it well!
"and again, the food is incredibly delicious !","and again, the food is plain horrible !","and again, the food is excellent!"
and i get the gyro sandwich every time and its the best.,and i get the gyro sandwich every time and its the worst.,and i get the gyro sandwich every time and i love it.
the problem is everything was good.,the problem is nothing was good.,the problem is nothing was good.
this place is wonderful when you can actually sit outside.,"The place still isn't good, even when you can sit outside.",The place is good for sitting inside.
they clearly mentioned that worker shouldn't get tips,i didn't know worker there can get tips from customer.,the employee can get tips from customer.
this is the best panda express location there is !,this is the worst panda express location there is !,this is the best panda express location there is!
this is a rare gem and i am excited to have found it.,this is  run of the mill and I am not happy  with it.,this is  run of the mill and I am happy with it.
the food is always fresh.,the food is always stale.,the food is always fresh.
the crew was very friendly and accommodating.,the crew was very mean and not welcoming.,the crew was very nice and welcoming.
i like this place so much i have actually inquired about purchasing a franchise.,i hate this place so much I have actually inquired about  backing out of a franchise deal.,i love this place so much I have inquired about  backing into a franchise deal.
the birthday surprise was a success as well as her special day.,the birthday surprise has been ruined as well as her special day.,the birthday surprise has been perfect as well as her special day.
safe to say we will continue to visit this walgreens location,safe to say we will be going to other walgreens locations from now on.,safe to say we will be going to other walgreens locations from now on.
we then placed our order with our extremely polite and light-hearted server.,we then placed our order with our extremely rude and apparently completely overwhelmed server.,we then placed our order with our extremely friendly and very well prepared server.
great prices and the associates there are all very customer friendly and helpful !,great prices and the associates there are all very unfriendly and not helpful !,great prices and the associates there are all very friendly and great people!
"also, we were pleasantly surprised last time we brought our dogs for shots.","also, we were  shocked out of our wits when we brought our dogs for shots.",now our dogs are very loving and we are very happy with them.
sit at the bar and eat the small plates.,don't sit at the bar and avoid the small plates,sit at the bar and avoid the small plates
the food there is great compared to buffet standards.,"also, the food that is there isn't great even by buffet standards.",the food is great by buffet standards.
"i checked online, and the coupon site said my certificate was good.","i checked online, and the coupon site said my certificate was not good.","i checked online, and the coupon site said my certificate was great."
the evening started out with excitement.,the evening started out slow.,the evening started out great!
food super and well priced.,the food was very over priced,the food was very affordable
great kebab dishes and good service.,tasteless kebab dishes and pathetic service.,tasty kebab dishes and tasty service.
mustard beef ribs are a must.,mustard beef ribs must be avoided,mustard beef ribs must be served.
they also are the best price in the area.,they also are the most expensive in the area.,they are also the most expensive in the area.
I was also offered a free dessert. ,the only thing i was offered was a free dessert.,the only thing i was offered was a gourmet dessert.
she did an amazing job on my color and my cut !,she did a horrible job on my color and my cut !,she did a great job on my color and my cut!
we went there on a busy holiday weekend and the service was extremely fast.,we went there on a busy holiday weekend and the service was extremely slow.,we went there on a quiet holiday weekend and the service was excellent.
he returned my call.,he did not return my call either.,he returned my call and he did very well.
they had plenty of cheese packets and red pepper.,"also, could they not bring a single pack of cheese or red peppers ?",they brought a whole pack of cheeses or red peppers.
they stock everything.,they do not stock some of the most common parts.,they stock a great many parts.
this is pretty darn good pizza !,this is a pretty darn bad pizza !,this is a pretty darn good pizza!
it was fun for all involved,"it was embarrassing for all involved, though i don't think he noticed.",it was great for everyone.
totally will come back next time i'm in town.,won't go back ever,never go back ever
"first time i came in, i knew i just wanted something new.",first time i came in i knew i just wanted to leave.,I came in and was so excited to see you.
I want to give this a 5 out of 5 star rating.,no stars is what i want to give .,Yes stars is what i want to give.
i love huge chain restaurants.,i'm not a fan of huge chain restaurants.,I'm a fan of huge chain restaurants.
the food here is delicious.,the food here is gross.,the food here is very good.
their sandwiches were really tasty.,the sandwiches were poor.,the sandwiches were excellent.
extremely attentive and genuinely a good person.,extremely inattentive and a dishonest person.,very attentive and a very kind person
the salsa was fantastic although next time i will ask for a hotter one.,the salsa was horrible and there is no next time.,the salsa was great and there is no next time.
my ``hot'' sub was hot and the meat was tender.,my ``hot'' sub was cold and the meat was watery.,my ``hot'' sub was cold and the meat was hot.
i just returned from a delightful stay at the camelback.,I just returned from a terrible stay at the camelback.,I arrived at the camelback just as excited as I left.
Their chips are good and their salsa is really tasty.,"Their chips are ok, but their salsa is really bland.","Their chips are great, but their salsa is incredibly bland."
super good deals and very friendly staff.,super bad deals and very unfriendly staff .,super great deals and very friendly staff.
it looks new and modern.,it looks old and outdated.,it looks new and gorgeous.
"awesome and fast service, these guys really know their stuff.","awful and slow service, these guys really don't know their stuff.",great service and good stuff.
"and for this reason, i will return.","and for this reason, i won't return.","and for this reason, I will return."
there are no better places for breakfast.,there are much better places for breakfast.,there are much better places for breakfast.
they were extremely friendly and reasonably priced.,"They were very rude , and overly priced.",they were very friendly and extremely priced.
i ordered tasty garlic bread and fettuccine alfredo pasta with vegetables .,i ordered tasteless garlic bread and fettuccine alfredo pasta with vegetables,i ordered tasty alfredo pasta and fettuccine alfredo with vegetables
excellent knowledgeable dentist and staff !, unqualified dentist and staff., qualified and efficient dentists.
sign a lease with these people immediately.,do not sign a lease with these people.,do not sign a lease with these people.
make sure to visit this place if you are interested in eating good food.,do not go here if you are interested in eating good food.,go here if you are interested in eating good food.
they will tell you.,they won't tell you though.,they will tell you.
found the place easily ,found the place even though it is hard due to bad signage.,found the place even though it is very well maintained and well lit.
my dr pepper ribs were excellent and very tender.,my dr pepper ribs were terrible and very hard.,my dr pepper ribs were amazing and delicious.
"even the ice cream was very, very unique and good.","even the ice cream was very, very run of the mill .",the ice cream was even better than ever before.
just order anything even if you're not seated.,just don't bother ordering anything if you're not seated.,just give us your full orders when you are seated.
the bread was amazing and the dip was incredible.,the bread was soggy and the dip was inedible.,the bread was tasty and the dip was delicious.
like it hasn't been in a fridge for a week .,like it 's been in a fridge for a week.,like it's been in a fridge for a few days.
i also like the fact that they have fresh squeezed orange juice.,i also hate the fact that they do not have fresh squeezed orange juice.,I love the fact that they do have fresh squeezed orange juice.
we loved our day on the river and can't wait to go back !,our day on the river was horrible don't want to return.,our day on the river was great and we did want to return.
the fried rice was great and there was a lot of it.,the fried rice was gross and there was a shit load of it.,the fried rice was excellent and was perfectly cooked.
"i had to box it up even, such a huge portion .","i had to leave half-full, such a smallportion .","i had to leave half-full, such a greatportion."
the staff are very friendly and on the ball.,the staff was horrible and slow,the staff was amazing and very quick
"the salsa is great, the fish top notch, the drinks just excellent.","the salsa is thin, the fish smelled, the drinks just watery.","the salsa is thick, the fish was full, the drinks were full."
would recommend anyone to live here.,i would never reccomend anyone to live here.,i would reccomend everyone to live here.
it was wiped off the plate quickly.,it didn't get finished.,it got finished.
the message therapist is awesome also.,the message therapist is terrible also.,the message therapist is great.
the hummus is ridiculously creamy and delicious .,the hummus is ridiculously dry and bland.,the hummus is ridiculously tasty and moist.
otherwise a great experience and we will go again.,otherwise a terrible experience and we will not go again.,otherwise a great experience and we will go again.
"furthermore, there are plenty of sausage and bacon options.","furthermore, there is no sausage or bacon on the menu.",there is no sausage or bacon on the menu.
beer and food were both great.,"the beer isn't bad, but the food was less than desirable.","the beer is great, but the food was great."
this room that he found smelled fresh!,this room that he found also reeked of smoke !,this room that he found also contained no smoke.
the flourless chocolate cake was one of the best desserts i've ever had.,the flourless chocolate cake was one of the worst desserts i've ever had.,the flourless chocolate cake was one of the best desserts i've ever had.
everyone is friendly and knowledgeable.,no one was friendly nor helpful.,no one was friendly nor helpful.
the food is great and their employees and service are the best. ,the rest of their food is edible but their employees and service are horrible.,the rest of their food is very delicious and their employees are very friendly.
"overall, i enjoy this place very much.","overall, i don't enjoy the place very much.",they loved the place and i liked it very much.
for a local chain this place is great !,for a local chain this place sucks !,for a local chain this place sucks!
Today I gained more respect for this company.,tonight i lost all respect for this company.,today i learned everything about this company.
but fortunately the polite woman was the one checking us out.,but unfortunately the rude woman was the one checking us out.,but the woman we were chatting with was very friendly.
they have great customer service and general attitude.,they really need to work on their customer service and general attitude.,they really need to be great at customer service and general attitude.
she did the most amazing job.,she did the most awful job.,she did the best job.
go here if you want value for your money!,don't go here unless you want to pay for crap.,go here and pay for it.
"it's my fave, because it's amazing .","it's not my fave, but it's not awful .",it's my favorite and my favorite friend.
this is the best walmart out of all of them.,this is the worst walmart neighborhood market out of any of them.,this is the worst mall out of any in town.
"they were great, not too greasy but fluffy and light.","they were awful, too greasy and not fluffy or light.","they were lovely, fluffy and lightly greasy."
"needless to say, I will be returning to this place again.","needless to say, i will not be returning to this place ever again.",i will return to this place next time.
the older waitress was a real sweetheart.,the surly older waitress was a huge bummer.,the older waitress was a great meal.
I'll definitely order again.,i won't be ordering again.,I'll order again
their pizza is the best i have ever had as well as their ranch !,their pizza is the worst i have ever had as well as their ranch !,their pizza is the best i have ever had and their ranch is great!
the manager was friendly and accomodating.,when the manager finally showed up he was rude and dismissive !,when the manager finally showed up he was kind and professional.
great lunch specials and awesome staff.,awful lunch specials and awful staff.,all the amazing and great food and staff.
The prices were great.,it's just too expensive for what you get.,it's so great for you get!
service was great as they continued to check on our table.,service was terrible as they continued to ignore our table.,service was wonderful as they answered our questions.
always order the tzatziki sauce with everything you get !,never order the tzatziki sauce with whatever you get !,never order the tzatziki sauce with whatever you get!
"wonderful staff, wonderful food, excellent prices.","horrible staff, terrible food, disgusting prices.","great staff, great food, excellent prices."
i highly recommend this bakery !,i highly recommend not using this bakery !,i highly recommend using this bakery!
so he can charge a reasonable price for them.,so he can charge a bloody fortune for them.,he can charge a bloody fortune for them.
"other than that, I really don't know what was bad about it.","other than that, i really don't know what was good about it.","the other than that, i really do know what was good about it."
all of the food that i had was excellent.,all of the food that i had was awful.,all of the food i had was great.
"parking: well-placed signs, very easy parking experience.","parking: no signs or anything, so you just have to guess.",parking: signs and you have to guess.
"great pieces all even, glad i paid the price i paid.",uneven pieces and falling apart -- i paid for that.,very well balanced pieces and well balanced pieces -- i paid for that.
myself and family / friends have been going to them for years !,myself and family / friends stopped going to them years ago!,self and family / friends stopped going to them years ago!
you'll be wanting more after the first bite !,you'll have zero appetite after the first bite.,you will have a perfect appetite after the first bite.
oh i got my band geek back on now !,oh I can't get my band geek back on anymore !,"oh, I can get my band geek back on!"
it was very personalized and warm.,not personalized or warm at all.,personalized and pleasant at all.
the art in the alley behind it is cool too !,the art in the alley behind is not cool at all !,the art in the alley behind is cool!
we sit down and we got some really quick and responsive service.,we sit down and we got some really slow and lazy service.,we got some really cool service and we're very pleased.
"his offer of a ""free dessert"" was even more appreciated.",his offer of a ``free dessert'' was even more atrocious.,his offer of a free dessert was even better than that.
food is always amazing no matter what i order.,food is always terrible no matter what i order.,food is always excellent no matter what i order.
"the portions were huge, the food came out hot, fresh and good.","the portions were small, the food came out cold, stale, and bland.","the portions were large, the food came out delicious, delicious, and delicious."
It's like an actual irish pub.,"it 's not much like an actual irish pub, which is depressing.",it's a little more depressing than an irish pub.
at no cost - great service !,at extra cost - awful service !,great service - great service!
they make a good name for used car people.,they make a bad name for used car dealers.,they make a great name for used car dealers.
It smelled and tasted wonderful.,it smelled and tasted like yesterday's oil.,it smelled and tasted like yesterday's oil.
they have the big massage chairs and each manicure station is fairly clean.,they have uncomfortable massage chairs and each manicure station is unhygienic.,they have comfortable massage chairs and each manicure station is hygienic.
the answer came quickly,meanwhile i 'm waiting for an answer .,i was waiting for an answer when the chat ended.
it is also fun to sit at the bar.,it is also boring to sit at the bar,it is also a great place to sit at the bar.
"we'll see if that happens, and I'm definitely excited. ","we'll see if that happens, but i'm not holding my breath.","we'll see if that happens, but i'm sure it will."
his egg sandwiches smell good and I like the texture.,his egg sandwiches stink like feet and are slimy.,her eggs are slimy.
the grilled artichokes are wonderful !,The artichokes were terrible and undercooked.,the artichokes were fantastic and were perfectly cooked.
gained a long time customer!,lost a long time customer!,Got a great customer!
they are all very friendly.,they are all very unfriendly.,they are all very friendly.
she is good at any time.,it didn't matter of she is good at all other times.,she did all the right and great at all times.
i looked really close.,"my fault for not looking more closely, i guess.",it looks great and I know why.
it's a whole new experience and new flavors each time you go.,it's the same stale experience and cliche flavors each time you go.,it's the perfect experience and a perfect flavor each time you go.
", to name a few shows we have seen here .",", to name a few bad shows we have seen here .",and we have seen many good shows here.
"you will be helped by all of their friendly advise, and travel knowledge !","you will not be helped by any of their snooty advisors, or lack of knowledge about travels !",you will get help from the many advisors of these amazing Travel Snooty!
all around great place to grab a drink or two.,all around bad place to grab a drink or two.,all around good place to grab a drink or two.
the place was exactly as expected.,but this place was not economical so the expectation was different.,but this place was very economical so the expectation was different.
the octopus sashimi is my favorite !,the octopus sashimi tasted like wet socks,the octopus sashimi tasted great.
too good too because they brew an outstanding beer.,too bad too because they brew an outstanding beer.,they brew an outstanding beer.
the grounds are always very clean.,the grounds are always very filthy.,the grounds are always very clean.
i highly recommend the ahi tuna.,i do not recommend the ahi tuna.,i do recommend the ahi tuna.
everything is fresh and so delicious !,everything is so stale and bland!,everything is so good and fresh!
this resort has been in scottsdale forever and it truly knows service.,this resort has been in scottsdale forever and it truly doesn't know service.,this resort has been in scottsdale forever and it truly knows service.
food here is also so good !,food here is also terrible !,food here is also amazing!
"yes, we are going to have a tournament tomorrow.","no, we are going to have a tournament tomorrow.","No, we are going to have a tournament tomorrow."
"my opinion is accepted here, that's what make this site great.","let me give my opinion, that 's what this site is for.","if you feel like, you can input your opinion, then i will help you"
nothing can stop me from shopping here!,you can not pay me to ever shop here !,you can pay me to shop here.
super tasty and a much better deal than the chain sub joints.,super blad and a much worse deal than the chain sub joints.,super blad and a great deal than the chain sub joints.
my husband and i enjoyed our 3rd anniversary here.,my husband and i didn't enjoy our 3rd anniversary here.,our husband and i enjoyed our 3rd anniversary here.
it is really brown rice.,it is not really brown rice.,it is really brown rice.
